department,id,subject,teacher,grade,class_num,period,credit,optional_course,domain,time,location,stu_num,limit
師培中心,3546234,健康與體育學習領域－體育主修／體育科教學實習Teaching Practice for Physic Education/Health and Physic,連啟舜,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546243,資訊科技概論教學實習Teaching Practice for information technology,陳姚真,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546246,青少年心理學Adolescent Psychology,陳慧女,1.0,1,2  2/0/0,2,選修,,"一4,5",教育館501,30,
師培中心,3546331,學習評量Assessment of Learning,曾玉村,1.0,1,2  2/0/0,2,必修,,"二10,11",教育館502,40,
師培中心,3546337,物理科/自然與生活科技學習領域物理主修專長教學實習Teaching Practice for Physics /Science and Technology,連啟舜,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546340,教育議題專題Seminar on Educational Issues,陳姚真,1.0,1,2  2/0/0,2,選修,,"二4,5",教育館502,40,
師培中心,3546345,適性教學(含分組合作學習、差異化教學)Adaptive Instruction,洪志成,1.0,1,2  2/0/0,2,選修,,"二8,9",教育館501,30,
師培中心,3546347,商業與管理群-商業經營科教學實習The Teaching Practice on Commerce Management,陳姚真,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546350,職業教育與訓練Vocational Education and Training,陳幸仁,1.0,1,1  1/0/0,1,必修,,三3,教育館501,30,
師培中心,3546351,生涯規劃Career Developmen,陳幸仁,1.0,1,1  1/0/0,1,必修,,三3,教育館501,30,
師培中心,3546352,輔導科/綜合活動學習領域輔導活動主修專長教學實習Teaching Practice for Instruction in Guidance/Integrative Activities,連啟舜,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546359,職業教育與訓練及生涯規劃Seminar on Vocational Education and Education & Career Planning,陳幸仁,1.0,1,1  1/0/0,1,必修,,三3,教育館501,30,
師培中心,3546360,電機與電子群－電機科教學實習The Teaching Practice on Electrical Engineering Electronics Group,陳姚真,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546364,童軍教育原理The Theory of Scout Education,吳美枝,1.0,1,2  2/0/0,2,選修,,"三10,11",教育館501,30,
師培中心,3546365,化學科/自然與生活科技學習領域化學主修專長教學實習Chemistry/Science and Technology,陳姚真,1.0,1,2  2/0/0,2,必修,,"五2,3",教育館502,40,
師培中心,3546366,學校輔導工作School Guidance & Counseling,吳美枝,1.0,1,2  2/0/0,2,選修,,"三4,5",教育館502,40,
師培中心,3546367,綜合活動學習領域課程設計與實施Design and Implementation of Integrative Activities Learning Curriculum,陳慧女,1.0,1,2  2/0/0,2,選修,,"一2,3",教育館501,30,
心理所,3155135,視覺認知深論Seminar on Visual Cognition,襲充文,1.0,1,3  3/0/0,3,選修,,"三10,11,12",社科院459,0,碩士班課程
心理所,3155161,失讀症Dyslexia,陳欣進,1.0,1,3  3/0/0,3,選修,,"二E,F",社科院126,0,碩博合開
心理所,3155202,E-Prime 實驗設計與資料分析E-Prime：Experiment Design and Data Analysis,陳欣進,1.0,1,3  3/0/0,3,選修,,"三E,F",社科院407,0,碩博合開
心理所,3155531,注意力不足過動症動物模式Animal Model of Attention Deficits Hyperactivity Disorder,李季湜,1.0,1,3  3/0/0,3,選修,,"五4,5,6",社科院430,0,碩士班課程
心理所,3155706,高等組織行為學Advanced Orgnizational Behavior,姜定宇,1.0,1,3  3/0/0,3,選修,,"三8,9,10",社科院463,0,碩博合開
心理所,3156105,獨立研究：遺忘與記憶Independent Research: Forgetting and Remembering,李玉琇,1.0,1,3  3/0/0,3,選修,,"一10,11,12",社科院455,0,碩博合開
心理所,3156203,獨立研究：語言心理學Independent Research: Topics in Psycholinguistics,陳欣進,1.0,1,3  3/0/0,3,選修,,"二13,14,15",社科院126,0,碩博合開
心理所,3156922,專題獨立研究：心理測量專題研究Independent Research：Topics in Psychological Measurement,蘇雅蕙,1.0,1,3  3/0/0,3,選修,,"一7,8,9",社科院459,0,碩博合開
心理所,3157307,諮商與心理治療專業倫理Ethics in Counseling and Psychotherapy,黃世琤,1.0,1,3  3/0/0,3,選修,,"二3,4,5",社科院472,0,碩博合開
心理所,3157311,學習與發展專題：數學學習與障礙Topics in Learning and Development: Math Learning and Disabilities,蔣文祁,1.0,1,3  3/0/0,3,選修,,"四E,F",社科院459,0,碩博合開
心理所,3157312,嬰幼兒心理學Infant and Child Psychology,蔣文祁,1.0,1,3  3/0/0,3,選修,,"二G,H",社科院463,0,碩博合開
心理所,3157504,演化心理學Evolutionary Psychology,王豐彬,1.0,1,3  3/0/0,3,選修,,"三B,C",社科院430,0,碩博合開
心理所,3157703,工商心理學專題研究（二）Special Issue of Industrial & Organizational Psychology (II),姜定宇,1.0,1,3  3/0/0,3,選修,,"二8,9,10",社科院455,0,碩博合開
心理所,3157713,性格理論Theories of Personality,許功餘,1.0,1,3  3/0/0,3,選修,,"四3,4,5",社科院432,0,碩博合開
心理所,3157803,差異試題功能Differential Item Functioning,蘇雅蕙,1.0,1,3  3/0/0,3,選修,,"二3,4,5",教授研究室,0,碩博合開
心理所,3158704,專題獨立研究: 工商心理學Independent Research: Industrial and Organizational Psychology,姜定宇,1.0,1,3  3/0/0,3,選修,,"四8,9,10",教授研究室,0,博士班課程
心理所,3158706,專題獨立研究：性格判斷專題研究Indepentent Study: The Processes of Personality Judgment,許功餘,1.0,1,3  3/0/0,3,選修,,"一3,4,5",社科院432,0,博士班課程
心理所,3159902,專題獨立研究：健康心理學Independent Research: Health Psychology,翁嘉英,1.0,1,3  3/0/0,3,選修,,"三A,B",社科院463,0,博士班課程
心理系,3151002,普通心理學（二）　General Psychology (II),襲充文,1.0,1,3  3/0/0,3,必修,,二C 四C,社科院119,120,
心理系,3151004,心理及教育統計學（二）Statistics for Psychology and Education (II) (程式設計相關/Programming related),蘇雅蕙,1.0,1,3  3/0/0,3,必修,,"二7,8,9",社科院127,120,
心理系,3151004,心理及教育統計學（二）Statistics for Psychology and Education (II) (程式設計相關/Programming related),蔡玲玲,1.0,2,3  3/0/0,3,必修,,"二7,8,9",社科院423,80,
心理系,3151910,心理學閱讀技巧Reading Skill in Psychology,王豐彬,1.0,1,2  2/0/0,2,選修,,"一7,8",社科院127,120,
心理系,3152013,資料分析Data Analysis (程式設計相關/Programming related),陳淑英,2.0,1,3  3/0/0,3,選修,,"三7,8,9",電算中心214教室,38,
心理系,3152101,人類學習與認知Human Learning and Cognition,襲充文,2.0,1,3  3/0/0,3,必修,,二D 四D,社科院423,80,
心理系,3152103,人類學習與認知實驗Experiments in Human Learning and Cognition,襲充文,2.0,1,2  0/2/0,1,必修,,"二10,11",社科院423,80,
心理系,3152506,生理心理學（二）Physiological Psychology (II),李季湜,2.0,1,2  2/0/0,2,必修,,"三4,5",社科院423,80,
心理系,3152702,性格心理學Psychology of Personality,許功餘,2.0,1,3  3/0/0,3,必修,,"二E,F",社科院115,120,
心理系,3153302,青少年發展Development of Adolescents (全英語授課/English-taught),沈玉玲,3.0,1,3  3/0/0,3,選修,,二F 四F,社科院430,40,
心理系,3153312,兒童發展：推理與決策專題Child Development: Topics in Reasoning and Decision-Making,蔣文祁,3.0,1,2  2/0/0,2,選修,,"一10,11",社科院459,10,
心理系,3153313,利社會行為發展Prosocial Development,沈玉玲,3.0,1,3  3/0/0,3,選修,,"三E,F",社科院430,40,
心理系,3153753,消費者心理學Consumer Psychology,姜定宇,3.0,1,3  3/0/0,3,選修,,"二4,5,6",社科院127,120,
心理系,3153921,心理學專題研究(二)Topical Research in Psychology(II),李季湜 許功餘 陳欣進,3.0,1,3  3/0/0,3,選修,,"三13,14,15",社科院430,40,
心理系,3153966,諮商技術Techniques of Counseling,張玉鈴,3.0,1,3  3/0/0,3,選修,,"四3,4,5",社科院455,20,
心理系,3153969,心理衡鑑Psychological Assessment,張閔翔,3.0,1,3  3/0/0,3,選修,,"三3,4,5",社科院126,35,
心理系,3154502,睡眠管理Sleep management,蔡玲玲,4.0,1,2  2/0/0,2,選修,,"四4,5",社科院430,40,
心理系,3154524,行動通訊裝置APP寫作入門：在社會科學之應用 Introduction to APP Programming: Applications in Social Sciences,李季湜,4.0,1,3  3/0/0,3,選修,,"一7,8,9",社科院407,25,
應數所,2105004,泛函分析（二）Functional Analysis (II),潘志祥,1.0,1,3  3/0/0,3,選修,,二F 四F,數學館307B,0,碩士班課程
應數所,2105006,數學分析 (二)Matahematical Analysis (Ⅱ),黃子偉,1.0,1,3  3/0/0,3,必修,,二C 四C,數學館307A,0,碩士班課程
應數所,2105521,數值線性代數Numerical Linear Algebra,陳孟豁,1.0,1,3  3/0/0,3,選修,,一E 三E,數學館312,0,碩士班課程
應數所,2105534,類神經網路Neural Networks,王琪仁,1.0,1,3  3/0/0,3,選修,,二B 四B,數學館527,0,碩士班課程
應數所,2106531,應用數學方法專題Selected Topics on the Methods of Applied Mathimatics,尤玲凰,1.0,1,3  3/0/0,3,選修,,一B 三B,數學館307A,0,碩士班課程
應數所,2108804,論文選讀Literature Readings,黃子偉,1.0,1,2  2/0/0,2,必修,,"二10,11",數學館312,0,碩博合開
成教所,3405007,教育研究法Research Methods of Education,蔡秀美,1.0,1,3  3/0/0,3,必修,,"三4,5,6",教育二館531,0,碩士班課程
成教所,3405013,成人與高齡心理學研究The Study of Psychology of Adult and Elder,林麗惠,1.0,1,3  3/0/0,3,選修,,"一8,9,10",教育二館531,0,碩士班課程
成教所,3405014,社區教育與社區營造研究Study on Community Education and Community Empowerment,蔡秀美,1.0,1,3  3/0/0,3,選修,,"三9,10,11",教育二館531,0,碩士班課程
成教所,3406204,組織學習研究Seminar on Organization Learning,吳明烈,1.0,1,3  3/0/0,3,選修,,"五3,4,5",教育二館531,0,碩士班課程
成教所,3407006,成人教育學量化方法論Quantitative Methodology for Andragogy,陳玉樹,1.0,1,2  2/0/0,2,必修,,"二3,4",教育二館557,0,博士班課程
成教所,3407023,成人與高齡教學研究Study of adult and active aging teaching,胡夢鯨,1.0,1,2  2/0/0,2,選修,,"三7,8",教育二館532,0,碩博合開
成教所,3407025,成人與高齡教育專案管理與行銷Seminar on Project Management and Marketing of Adult & Older Adult Education,魏惠娟 李藹慈,1.0,1,2  2/0/0,2,選修,,"二9,10",教育二館531,0,碩博合開
成教所,3407027,成人與高齡教育方案規劃Seminar on Adult and Old Adult Education Program Planning,魏惠娟 李藹慈,1.0,1,2  2/0/0,2,選修,,"二7,8",教育二館531,0,碩士班課程
成教所,3407028,成人與高齡教育方案評鑑Seminar on Program Evaluation of Adult & Elder Education,魏惠娟 李藹慈,1.0,1,2  2/0/0,2,選修,,"二11,12",教育二館531,0,碩博合開
成教所,3407030,成人與高齡教育哲學專題研究Seminar on Philosophy of Adult and Elderly Education,胡夢鯨,1.0,1,2  2/0/0,2,選修,,"二5,6",教育二館558,0,博士班課程
成教所,3407031,成人與高齡教育方案規劃專題研究Seminar on Adult and Old Adult Education Program Planning,魏惠娟,1.0,1,2  2/0/0,2,選修,,"一8,9",教育二館557,0,博士班課程
成教系,3401016,創造力發展Creativity to Business,陳玉樹,1.0,1,3  3/0/0,3,必修,,"四4,5,6",教育館204,40,
成教系,3401029,人力資源發展Human Resource Development,李藹慈,1.0,1,3  3/0/0,3,必修,,"三4,5,6",教育館206,40,
成教系,3401032,社區教育與發展Community Education and Community Development,蔡秀美,1.0,1,3  3/0/0,3,必修,,"二4,5,6",教育館204,40,
成教系,3401035,組織學習Organizational Learning,王維旎,1.0,1,3  3/0/0,3,選修,,"二7,8,9",教育二館533,35,
成教系,3402037,教育統計Education Statistics,施宇澤,2.0,1,3  3/0/0,3,必修,,"四7,8,9",教育館204,40,
成教系,3402038,成人教育專案管理Project Management in Adult Education,王維旎,2.0,1,3  3/0/0,3,必修,,"三7,8,9",教育館206,40,
成教系,3402039,高齡心理與教學Aging Psychology and Teaching,林麗惠,2.0,1,3  3/0/0,3,選修,,"二7,8,9",教育館204,40,
成教系,3403013,比較成人教育Comparative of Adult Education,李雅慧,3.0,1,3  3/0/0,3,必修,,"二4,5,6",教育館206,40,
成教系,3403033,成人教育行政與組織管理Adult Education Administration and Organization Management,王維旎,3.0,1,3  3/0/0,3,必修,,"一7,8,9",教育館204,40,
成教系,3403040,高齡教育學Educational Gerontology,黃錦山,3.0,1,3  3/0/0,3,必修,,"三4,5,6",教育二館556,36,
成教系,3403041,家庭生活教育概論Introduction to Family Life Education,陳怡華,2.0,1,3  3/0/0,3,選修,,"一4,5,6",教育二館233,50,
成教系,3403042,教材設計與製作Instructional Design and Development,林怡玫,2.0,1,3  3/0/0,3,必修,,"三4,5,6",教育館204,40,
成教系,3403043,成人教育測驗與評量Adult Educational Testing and Assessment,許秋田,3.0,1,3  3/0/0,3,選修,,"三7,8,9",教育二館556,36,
成教系,3404011,婚姻與家庭諮商Marriage and the Family Counseling,陳怡華,4.0,1,3  3/0/0,3,選修,,"二4,5,6",教育二館233,50,
成教系,3404012,社會老年學Social gerontology,陳毓璟,1.0,1,3  3/0/0,3,選修,,"三7,8,9",教育館204,40,
成教系,3404015,中高齡產業創新創業(二)Innovation and Entrepreneurship of Middle-aged and Older Adults (II),陳於志,4.0,1,3  3/0/0,3,選修,,"四7,8,9",教育館206,40,
戰略所,3415016,國際恐怖主義研究International Terrorism Studies,林泰和,1.0,1,3  3/0/0,3,選修,,"四3,4,5",社科院二館606,0,碩士班課程
戰略所,3415045,策略規劃與問題解決Strategy Planning and Problem Solving,宋學文,1.0,1,3  3/0/0,3,必修,,"四8,9,10",社科院二館606,0,碩士班課程
戰略所,3415120,國際政治經濟International Political Economy,趙文志,1.0,1,3  3/0/0,3,選修,,"五3,4,5",社科院二館606,0,碩士班課程
戰略所,3416025,"溝通、談判與衝突管理Communication, Negotiation and Conflict Management",蔡育岱,1.0,1,3  3/0/0,3,選修,,"五8,9,10",社科院二館606,0,碩士班課程
戰略所,3417020,國際政治International Politics,宋學文 蔡育岱 林泰和,1.0,1,3  3/0/0,3,必修,,"三8,9,10",社科院二館606,0,碩士班課程
戰略所,3418020,兩岸關係專題Seminar on Cross-Strait Relations,江宜樺,1.0,1,3  3/0/0,3,選修,,"五3,4,5",社科院二館607,0,碩士班課程
戰略所,3418022,國際事務時事導讀Readings in International Affairs,楊志和,1.0,1,3  3/0/0,3,選修,,"二3,4,5",社科院二館606,0,碩士班課程
戰略所,3418023,國際關係方法論Methodology of International Relations,蔡榮祥,1.0,1,3  3/0/0,3,選修,,"二3,4,5",社科院二館607,0,碩士班課程
政治所,3305004,抽樣調查實務(一)Survey Research in Practice I,劉從葦,1.0,1,3  3/0/0,3,選修,,"四12,13,14",社科院二館105,0,碩士班課程
政治所,3305009,電子化政府與數位治理Electronic Government and Digital Governance,徐千偉,1.0,1,3  3/0/0,3,選修,,"二3,4,5",社科院二館105,0,碩士班課程
政治所,3305014,抽樣調查實習Practical Training of Survey Research,劉從葦,1.0,1,3  3/0/0,3,選修,,"五12,13,14",社科院二館105,0,碩士班課程
政治所,3305020,社會科學統計Social Statistics and Data Analysis,陳光輝,1.0,1,3  3/0/0,3,選修,,"三7,8,9",社科院二館105,0,碩士班課程
政治所,3305310,國際關係理論Theories of International Relations,藍玉春,1.0,1,3  3/0/0,3,必修,,"四3,4,5",社科院二館701,0,碩士班課程
政治所,3305320,比較政治理論Field Seminar on Comparative Politics,廖坤榮,1.0,1,3  3/0/0,3,必修,,"二8,9,10",社科院二館709,0,碩士班課程
政治所,3305905,初級政治學德語(十一)German for Political Science Intermediate Level A2-6 / Mittelstufe Deutsch fuer Politische Wissensch A2-6,徐千偉,1.0,1,3  3/0/0,3,選修,,"一3,4,5",社科院二館118,0,碩士班課程
政治所,3306401,公共政策專題研究Seminar on Public Policy,蔡允棟,1.0,1,3  3/0/0,3,必修,,"三3,4,5",社科院二館105,0,碩士班課程
政治所,3306420,國際組織專題研究Seminar on International Organizations,郭祐輑,1.0,1,3  3/0/0,3,必修,,"四7,8,9",社科院二館709,0,碩士班課程
政治所,3306640,亞洲區域主義Asian Regionalism,李佩珊,1.0,1,3  3/0/0,3,選修,,"三4,5,6",社科院二館709,0,碩士班課程
政治所,3306710,政治社會化Political Socialization,陳光輝,1.0,1,3  3/0/0,3,選修,,"二4,5,6",社科院二館701,0,碩士班課程
政治系,3301021,研究報告寫作Term Papers Writing,劉從葦,1.0,1,3  3/0/0,3,必修,,"五7,8,9",社科院二館106,45,
政治系,3301030,政治學（二）Introduction to Political Science (II),李佩珊,1.0,1,3  3/0/0,3,必修,,"二4,5 四3",社科院二館103,40,
政治系,3301091,政治學英文名著選讀（二）Political Science Classics (II),李佩珊,1.0,1,2  2/0/0,2,必修,,"二8,9",社科院二館103,40,
政治系,3301091,政治學英文名著選讀（二）Political Science Classics (II) (全英語授課/English-taught),蔡榮祥,1.0,2,2  2/0/0,2,必修,,"二7,8",社科院二館102,40,
政治系,3301130,社會學（二）Sociology (II),林平,1.0,1,2  2/0/0,2,必修,,"三8,9",社科院二館108,65,
政治系,3301140,經濟學（二）Economics (II),李翠萍,1.0,1,2  2/0/0,2,必修,,"五2,3",社科院二館108,65,
政治系,3301980,中國政治思想史History of Chinese Political Thought,魏楚陽,1.0,1,3  3/0/0,3,必修,,"四7,8,9",社科院119,120,
政治系,3302002,政治學專題討論Seminar on Political Science,陳尚志,2.0,1,2  2/0/0,2,選修,,"四10,11",社科院二館709,20,
政治系,3302040,政治學方法論（二）Introduction to Political Methodology (II),郭祐輑 李翠萍,2.0,1,3  3/0/0,3,必修,,"五7,8,9",社科院二館108,65,
政治系,3302050,比較政府與政治（二）Comparative Governments and Politics (II),廖坤榮,2.0,1,3  3/0/0,3,必修,,"三7,8,9",社科院二館106,45,
政治系,3302060,國際關係（二）International Relations (II),郭祐輑,2.0,1,3  3/0/0,3,必修,,"三4,5,6",社科院二館108,65,
政治系,3302070,行政學（二）Public Administration (II),蔡允棟,2.0,1,3  3/0/0,3,必修,,"四7,8,9",社科院二館108,65,
政治系,3302390,現代國際政治史Modern History of International Politics,藍玉春,2.0,1,3  3/0/0,3,選修,,"二7,8,9",社科院二館108,65,
政治系,3302401,政治意識型態Political Ideologies,陳尚志,2.0,1,2  2/0/0,2,選修,,"三10,11",社科院二館802,10,
政治系,3302411,國際人權與女權Rights of Men and Rights of Women,藍玉春,2.0,1,3  3/0/0,3,選修,,"四7,8,9",社科院二館701,30,
政治系,3302940,公民教育Civic Education,魏楚陽,2.0,1,2  2/0/0,2,選修,,"四4,5",社科院二館709,20,
政治系,3303002,發現東南亞Discovering Southeast Asia,林平,3.0,1,2  2/0/0,2,選修,,"四4,5",社科院二館106,45,
政治系,3303004,當代政治思想選讀Selected Studies in Contemporary Political Thought,魏楚陽,3.0,1,3  3/0/0,3,選修,,"三10,11,12",社科院二館701,30,
政治系,3303023,政策分析policy analysis,蔡允棟,3.0,1,2  2/0/0,2,選修,,"四10,11",社科院二館106,45,
政治系,3303024,公共治理與社會經典選讀The Classics of Public Governance and Society,蔡允棟,3.0,1,2  2/0/0,2,選修,,"三10,11",社科院二館106,45,
政治系,3303030,政治學統計方法（二）Statistical Methods for Political Research (II),陳光輝,3.0,1,3  3/0/0,3,必修,,"四4,5,6",電算中心216教室,40,
政治系,3303030,政治學統計方法（二）Statistical Methods for Political Research (II),陳光輝,3.0,2,3  3/0/0,3,必修,,"四7,8,9",電算中心216教室,40,
政治系,3303421,財務行政Financial Administration,李翠萍,3.0,1,3  3/0/0,3,選修,,"四4,5,6",社科院二館105,15,
政治系,3303503,危機管理Crisis Management,蔡允棟,3.0,1,2  2/0/0,2,選修,,"三8,9",社科院二館103,40,
政治系,3303645,當代社會分析Contemporary Sociological Analysis,林平,3.0,1,3  3/0/0,3,選修,,"三10,11,12",社科院二館102,40,
政治系,3304334,全球環境治理：重大環境議題分析Global Environmental Governance: The Major Environmental Issues over the Past Decade (全英語授課/English-taught),李翠萍,4.0,1,2  2/0/0,2,選修,,"四10,11",社科院二館105,15,
政治系,3304340,台灣政經發展The Political and Economic Development of Taiwan,陳尚志,4.0,1,3  3/0/0,3,選修,,"三7,8,9",社科院二館802,10,
教育所,3505046,獨立研究：學校組織行為(一)Independent Studies: Organization Behavior in School(I),陳幸仁,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505092,美國課程史研究Research on American Curriculum History,顧曉雲,1.0,1,2  2/0/0,2,選修,,"二8,9",教育二館436,0,碩士班課程
教育所,3505100,獨立研究：教育管理（一）Independent Studies: Educational Management (I),詹盛如,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505101,獨立研究：學校行政（一）Independent Studies: School Administration (I),林明地,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505105,教育社會學研究Sociology of Education,王雅玄,1.0,1,2  2/0/0,2,選修,,"四4,5",教育館405,0,碩士班課程
教育所,3505123,教育心理學研究Psychology of Education,連啟舜,1.0,1,2  2/0/0,2,選修,,"四8,9",教育館507,0,碩士班課程
教育所,3505149,學校與社區關係研究School and Community Relations,林明地,1.0,1,2  2/0/0,2,選修,,"三4,5",教育館405,0,碩士班課程
教育所,3505154,批判教學論研究Research on Critical Pedagogy,李奉儒,1.0,1,2  2/0/0,2,選修,,"三8,9",教育館404,0,碩士班課程
教育所,3505157,教育與文化脈絡研究Seminar on Education and Cultural Contexts,鄭勝耀,1.0,1,2  2/0/0,2,選修,,"四2,3",教育館405,0,碩士班課程
教育所,3505158,獨立研究：教育哲史（一）Independent Studies: Philosophy and History of Education (I),李奉儒,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505166,教育研究法：質的取向Qualitative Research Methods of Education,林麗菊,1.0,1,2  2/0/0,2,選修,,"三10,11",教育館405,0,碩士班課程
教育所,3505180,獨立研究：教育社會學(一)Independent Studies: Sociology of Education (I),王雅玄,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505199,獨立研究：改革教育學（一）Independent Studies: Reformative Pedagogy (I),朱啟華,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505251,獨立研究：弱勢學生與教育（一）Independent Studies: Disadvantaged Students and Education(I),鄭勝耀,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505257,獨立研究：教育史(一)Independent Studies:History of Education(I),顧曉雲,1.0,1,1  1/0/0,1,選修,,三7,教授研究室,0,碩士班課程
教育所,3505272,系統理論與教育研究Research on Systemtheory and Education,朱啟華,1.0,1,2  2/0/0,2,選修,,"二2,3",教育館404,0,碩士班課程
教育所,3505290,大數據與教育研究Research on Big Data and Education,詹盛如 楊家瑜,1.0,1,2  2/0/0,2,選修,,"三10,11",教育館404,0,碩士班課程
教育所,3507002,教育學方法論專題研究Seminar on Methodology in Education,李奉儒,1.0,1,2  2/0/0,2,選修,,"二2,3",教育館405,0,博士班課程
教育所,3507022,獨立研究：學校組織行為（二）Independent Studies:Organizational Behaviour in School(Ⅱ),陳幸仁,1.0,1,1  1/0/0,1,選修,,二7,教授研究室,0,博士班課程
教育所,3507058,獨立研究：教育哲學（二）Independent Studies: Educational Philosophy (II),李奉儒,1.0,1,1  1/0/0,1,選修,,二7,教授研究室,0,博士班課程
教育所,3507059,獨立研究：教育社會學（一）Independent Studies: Sociology of Education (I),王雅玄,1.0,1,1  1/0/0,1,選修,,二8,教授研究室,0,博士班課程
教育所,3507060,獨立研究：教育社會學（二）Independent Studies: Sociology of Education (II),王雅玄,1.0,1,1  1/0/0,1,選修,,二7,教授研究室,0,博士班課程
教育所,3507063,獨立研究：學校行政(一)Independent Studies: School Administration (I),林明地,1.0,1,1  1/0/0,1,選修,,二7,教授研究室,0,博士班課程
教育所,3507072,學校與社區關係專題研究Seminar on School and Community Relations,林明地,1.0,1,2  2/0/0,2,選修,,"二8,9",教育館404,0,博士班課程
教育所,3507121,比較教育方法論專題研究Seminar on Methodology of Comparative and International Education,楊深坑,1.0,1,2  2/0/0,2,選修,,"二8,9",教育館405,0,博士班課程
教育所,3507122,教育行政專題研究Seminar on Educational Administration,陳幸仁,1.0,1,2  2/0/0,2,選修,,"二4,5",教育館405,0,博士班課程
教育所,3507131,教育學德文（一）Pedagogy in German(Ⅰ),朱啟華,1.0,1,2  2/0/0,2,選修,,"四4,5",教育館404,0,碩博合開
教育所,3507144,系統理論與教育專題研究Seminar on Systemtheory and Education,朱啟華,1.0,1,2  2/0/0,2,選修,,"二4,5",教育館404,0,博士班課程
教育所,3507163,獨立研究：教育改革（一）Independent Studies:Educational Reform(I),鄭勝耀,1.0,1,1  1/0/0,1,選修,,二7,教授研究室,0,博士班課程
教育所,3507165,獨立研究：國際教育(二) Independent studies: International Education(II),詹盛如,1.0,1,1  1/0/0,1,選修,,五9,教授研究室,0,博士班課程
教育所,3507166,獨立研究：教育改革（二）Independent Studies:Educational Reform(II),鄭勝耀,1.0,1,1  1/0/0,1,選修,,二6,教授研究室,0,博士班課程
教育領導碩士學位學程,3955019,教育專題研究Seminar on Educational Studies (全英語授課/English-taught),鄭勝耀,1.0,1,3  3/0/0,3,選修,,"三3,4,5",教育二館335,0,碩士班課程
教育領導碩士學位學程,3955024,全球教育與發展專題研究Seminar on Global Education and Development (全英語授課/English-taught),李栢浡,1.0,1,3  3/0/0,3,選修,,"六8,9,10",教育二館335,0,碩博合開
教育領導碩士學位學程,3955025,社會學與教育專題研究Seminar on Sociology and Education (全英語授課/English-taught),鄭勝耀,1.0,1,3  3/0/0,3,選修,,"五3,4,5",教育二館335,0,碩士班課程
教育領導碩士學位學程,3958004,教育學方法論專題研究Seminar on the Methodology in Education Research (全英語授課/English-taught),邱獻輝,1.0,1,3  3/0/0,3,選修,,"四2,3,4",教育二館335,0,博士班課程
教育領導碩士學位學程,3958007,高齡社會與教育領導專題研究Seminar on Aging Society and Educational Leadership (全英語授課/English-taught),李雅慧,1.0,1,3  3/0/0,3,選修,,"三4,5,6",教育二館331,0,博士班課程
教育領導碩士學位學程,3958042,畢業論文：國際教育Dissertation: International Education (全英語授課/English-taught),詹盛如,1.0,1,3  3/0/0,3,選修,,"五3,4,5",教授研究室,0,博士班課程
教育領導碩士學位學程,3958043,畢業論文:研究與學術寫作(II)Dissertation: Research and Academic Writing (II) (全英語授課/English-taught),何德華,1.0,1,3  3/0/0,3,選修,,"一9,10,11",文學院412,0,博士班課程
數學所,2405010,實變函數(二)Real Analysis (II),徐淑裕,1.0,1,3  3/0/0,3,必修,,一E 三E,數學館308B,0,碩士班課程
數學所,2405305,代數拓樸（一）Algebraic Topology (I),樊貴文,1.0,1,3  3/0/0,3,選修,,二B 四B,數學館308A,0,碩士班課程
數學所,2405402,代數通論（二）Topics in Algebra (II),廖文欽,1.0,1,3  3/0/0,3,必修,,二F 四F,數學館308A,0,碩士班課程
數學所,2405411,應用代數Applied Abstract Algebra,江謝宏任,1.0,1,3  3/0/0,3,選修,,二F 四F,數學館308B,0,碩士班課程
數學所,2408806,論文選讀Literature Readings,樊貴文,1.0,1,2  2/0/0,2,必修,,"二4,5",數學館308A,0,碩博合開
數學系,2101002,微積分（二）Calculus (II),張守德,1.0,1,5  4/1/0,4,必修,,"二4,5 三6 四4,5",數學館205,60,
數學系,2101002,微積分（二）Calculus (II),徐淑裕,1.0,2,5  4/1/0,4,必修,,"一6 二4,5 四4,5",共同教室大樓202,60,
數學系,2101002,微積分（二）Calculus (II),江謝宏任,1.0,3,5  4/1/0,4,必修,,"一6 二4,5 四4,5",共同教室大樓201,60,
數學系,2101002,微積分（二）Calculus (II),賴振耀,1.0,4,5  4/1/0,4,必修,,"一4,5,6 三4,5",共同教室大樓212,90,
